Student_ID,Full_Name,Date_of_Birth,Grade_Level,Emergency_Contact,Emergency_Contact_Ext
S03602,Carol Hampton,2018-01-26,Grade 5,+13303512830,-
S03603,William Thomas,2019-01-27,Grade 4,+16208884978,62620
S03604,Jennifer Bailey,2014-01-01,Grade 2,+19836891335,-
S03605,Tricia Valentine,2015-07-09,Grade 2,+17745330851,55447
S03606,Michael Peters,2012-11-11,Grade 4,+19239310326,-
S03607,Andrew Raymond,2009-04-06,Grade 2,+19946238790,182
S03608,Ashley Moore,2016-03-12,Grade 3,+18503544316,-
S03609,Andrea Smith,2006-10-13,Grade 1,-,-
S03610,Jenny Simpson,2010-05-21,Grade 3,+16914482754,1151
S03611,Edwin Moses,2018-06-10,Grade 4,+16656806826,950
S03612,Michael Green,2010-05-14,Grade 1,+12543150540,-
S03613,Gregory Lee,2015-01-14,Grade 3,+17545314622,2472
S03614,Annette Mcdonald,2008-04-18,Grade 5,+16346322433,-
S03615,Kevin Hansen,2012-06-16,Grade 4,+17416483813,7224
S03616,Kevin Romero,2016-09-28,Grade 1,-,-
S03617,Jessica Harper,2007-12-20,Grade 2,+16493058137,-
S03618,Laura Rodriguez,2009-08-07,Grade 5,+12457924828,72939
S03619,Peter Williams,2009-03-29,Grade 1,+19033758437,-
S03620,Jocelyn Hickman Dds,2012-02-11,Grade 3,+15602018646,2632
S03621,Nancy Casey,2014-09-25,Grade 5,+18023264420,5656
S03622,Kenneth Flynn,2017-09-23,Grade 2,+14663895377,052
S03623,Jeremy Allen,2006-05-18,Grade 3,+12429956564,69893
S03624,Jesse Bailey,2012-08-13,Grade 3,+13935941466,-
S03625,Matthew Martinez,2007-06-30,Grade 5,+18606660159,341
S03626,Michael Moyer,2013-02-26,Grade 1,+19906120394,084
S03627,William Mccarthy,2016-12-06,Grade 2,+19515825266,57633
S03628,Katie Sharp,2007-06-09,Grade 4,+19897839465,04719
S03629,Mr. Jacob Salazar Dds,2006-05-03,Grade 3,+17292417874,-
S03630,Michelle Lopez,2015-10-19,Grade 5,+13794504987,-
S03631,Steven Williams,2008-03-27,Grade 2,+14344487044,9000
S03632,Kelly Choi,2014-01-14,Grade 2,+17279685705,-
S03633,Susan Ray,2010-02-25,Grade 1,-,-
S03634,Kerry Mathews,2015-02-07,Grade 5,+14094275129,-
S03635,Barbara Johnson,2014-01-19,Grade 4,+12843328069,-
S03636,Sarah Smith,2017-09-23,Grade 2,+15434867632,20750
S03637,Logan Thomas,2012-11-26,Grade 4,+16653598277,1889
S03638,Robert Walters,2007-04-12,Grade 4,+18146515664,-
S03639,Keith Weaver,2008-08-12,Grade 1,+16508627682,27136
S03640,Gregory Weaver,2011-05-23,Grade 3,+13879127175,9070
S03641,Donna Johnson,2013-06-20,Grade 2,+12395349959,6478
S03642,Sandra Logan,2014-07-15,Grade 2,+13077547829,01776
S03643,Dr. Sarah Mata,2012-08-09,Grade 1,+18727737232,55480
S03644,Justin Robinson,2009-09-15,Grade 3,-,-
S03645,John Wilson,2012-12-08,Grade 3,+16382347567,355
S03646,Robert Jordan,2009-02-20,Grade 2,+13487556188,-
S03647,Michelle Johnson,2016-12-16,Grade 5,+19889038792,-
S03648,Sandra Rivera,2018-06-14,Grade 1,+16167504760,612
S03649,Jay Yang,2008-06-22,Grade 3,+13815498800,-
S03650,Michael Garza,2013-10-18,Grade 1,+17438265397,14551
S03651,Gabrielle Carrillo,2013-12-06,Grade 1,+19856186203,-
S03652,Jo Poole,2018-12-29,Grade 1,+16712384083,-
S03653,Laura Sanchez,2011-04-11,Grade 3,+13826954234,01588
S03654,Anne Banks,2008-04-19,Grade 2,+13736691159,-
S03655,Brandon Brown,2008-08-19,Grade 4,+12214593173,-
S03656,Gabrielle Williams,2007-02-21,Grade 5,+17237715258,8543
S03657,Kari Murphy,2011-05-24,Grade 5,+15897046840,-
S03658,Yolanda Rojas,2015-05-01,Grade 2,+13082903408,5981
S03659,Patrick Horton,2017-07-13,Grade 5,+15272546011,9314
S03660,Jessica Nguyen,2012-01-20,Grade 5,+19574538933,-
S03661,Travis Sanchez,2009-06-17,Grade 1,+17808422157,-
S03662,Katherine Mcdonald,2017-07-25,Grade 2,+19859452781,-
S03663,Brett Brown,2016-06-03,Grade 5,+12869236539,450
S03664,Jaime Munoz,2017-01-28,Grade 2,+18108488895,-
S03665,Mark Fuller,2011-01-01,Grade 3,+14968000648,88702
S03666,Renee Kerr,2006-06-15,Grade 1,+14647905687,-
S03667,Jeffrey Mann,2009-03-22,Grade 2,+18769600185,2966
S03668,James Owens,2010-10-02,Grade 5,+15809901264,74111
S03669,Maria Baker,2010-06-25,Grade 5,-,-
S03670,Micheal Lewis,2012-02-15,Grade 2,+15799666697,91419
S03671,Tanner Lowe,2017-04-02,Grade 2,+12455428945,3433
S03672,Michael Sweeney,2016-08-27,Grade 3,+18565686100,715
S03673,Kevin Hayes,2006-10-05,Grade 3,+17596459834,-
S03674,Anna Hudson,2014-03-28,Grade 3,+13493179886,2629
S03675,Antonio Hale,2011-12-13,Grade 3,+12186478953,-
S03676,Meagan Ortiz,2017-01-01,Grade 5,+18805633912,164
S03677,Michael Guerrero,2012-01-31,Grade 3,+13972888525,-
S03678,Joshua Oconnor,2007-04-03,Grade 5,+18479656241,8047
S03679,Brent Wilson,2016-08-24,Grade 5,+19655580497,-
S03680,Amanda Mays,2008-06-17,Grade 3,+16329839580,7255
S03681,Tyler Boone,2014-06-01,Grade 5,+18614665963,-
S03682,Patricia Odom,2011-09-25,Grade 2,+16367056157,2536
S03683,Tina Wilson,2006-03-24,Grade 2,+17484148299,927
S03684,Paul Cain,2009-08-20,Grade 4,+13286247929,9579
S03685,Chelsea Lee,2006-08-17,Grade 4,+19167645130,43626
S03686,Matthew Sanchez,2007-10-22,Grade 4,+15886765200,46512
S03687,Rhonda Phillips,2018-03-13,Grade 5,-,-
S03688,Michael Page,2010-08-05,Grade 1,+16042611527,71245
S03689,Adam Morris,2010-02-13,Grade 5,+16058522845,840
S03690,Tracy Glenn,2015-09-12,Grade 1,-,-
S03691,Calvin Wright,2011-01-02,Grade 5,+19395953721,-
S03692,Lorraine Rodriguez,2011-06-04,Grade 4,+18424253249,3532
S03693,Roger Henderson,2010-06-23,Grade 5,+15654475065,48474
S03694,Mark Elliott,2018-05-05,Grade 1,+19327603239,817
S03695,Matthew Lowery,2017-08-11,Grade 3,+18159761317,-
S03696,Jeremiah Smith,2011-06-05,Grade 2,+14888927580,-
S03697,Cole Short,2010-01-10,Grade 3,+14686838413,788
S03698,Ashley Livingston,2008-01-22,Grade 1,+19057033269,52246
S03699,Tracey Lopez,2018-04-29,Grade 4,+19837950389,-
S03700,Michael Wood,2016-04-21,Grade 1,+13293222080,-
S03701,Wendy Walters,2007-02-15,Grade 2,+16796943490,50717
S03702,Jacqueline Wiley,2009-06-28,Grade 5,+19972336502,2896
S03703,Michelle Lowery,2007-05-01,Grade 4,+15589635339,915
S03704,Victoria Rasmussen,2017-12-18,Grade 3,+13175258903,33944
S03705,Christina Patton,2011-09-28,Grade 2,+14899143014,-
S03706,Maria Hendrix,2015-11-11,Grade 2,+16792166204,-
S03707,Roy Brown,2017-04-04,Grade 2,+18877135811,869
S03708,Jordan Rowland,2017-01-23,Grade 1,+12866846793,-
S03709,Douglas Brown,2012-12-13,Grade 4,+15982591938,-
S03710,Anthony Herman,2017-04-05,Grade 1,+18262775864,8313
S03711,Andrew Kennedy,2017-09-06,Grade 3,+17033016431,36777
S03712,Dana Morris,2016-01-04,Grade 3,+12079252493,-
S03713,Jean Moore,2016-12-02,Grade 5,+14598703715,42532
S03714,Jennifer Gibson,2006-07-15,Grade 2,+13758123868,-
S03715,Gary Myers,2011-01-24,Grade 4,+12634281279,315
S03716,Jasmine Jackson,2006-10-27,Grade 1,+19823751337,6880
S03717,Joanna Hensley,2012-10-31,Grade 4,+19795172367,-
S03718,Donald House,2007-04-08,Grade 5,+19079099578,21864
S03719,Mark Ramirez,2018-01-17,Grade 2,+19645540810,73372
S03720,Anna King Md,2012-11-06,Grade 1,+18166718861,9288
S03721,Christine Jordan,2014-11-02,Grade 2,+17366280916,-
S03722,Danielle Warren,2018-01-24,Grade 4,+16289648608,-
S03723,Roberto Wise,2012-03-14,Grade 5,+12999388764,43867
S03724,Vincent Peterson,2008-09-29,Grade 1,+13958498486,4432
S03725,Shannon Collins,2017-11-16,Grade 5,+12827007854,7779
S03726,Alison Walker,2014-01-10,Grade 5,+16927129267,-
S03727,Raymond Webster,2018-12-16,Grade 2,+17652519757,449
S03728,Richard Reyes,2007-12-21,Grade 5,+19585203803,04998
S03729,Chad Phillips,2010-06-07,Grade 1,+15426868731,-
S03730,Denise Thompson,2014-04-21,Grade 2,+16266587581,-
S03731,Mr. Benjamin Brooks,2007-09-22,Grade 3,+19034996746,95716
S03732,Kimberly Gonzalez,2017-05-18,Grade 3,+13438876654,970
S03733,Tyler Palmer,2013-04-09,Grade 5,+18808665960,7072
S03734,Joshua Gallagher,2011-05-02,Grade 3,+12843181900,-
S03735,Amber Gordon,2017-12-08,Grade 1,+16278900337,176
S03736,Shelly Franco,2007-04-16,Grade 4,+19339411051,71477
S03737,Laura Leonard,2013-02-09,Grade 5,+14075710956,505
S03738,Debra Haynes,2014-12-27,Grade 1,+13937656677,92325
S03739,James Collins,2007-08-22,Grade 3,+16153813762,3536
S03740,Christopher Moon,2011-12-05,Grade 5,+17792986530,-
S03741,Andrew Hanson,2015-11-05,Grade 4,+14966977086,337
S03742,Michael Garcia,2014-08-25,Grade 1,+16644298148,139
S03743,Renee Thornton,2011-12-16,Grade 1,-,-
S03744,Daniel Ruiz,2007-10-23,Grade 5,+12369007728,-
S03745,Alexandra Clark,2018-10-14,Grade 1,+17993741214,-
S03746,Valerie Johnson,2015-02-03,Grade 3,-,-
S03747,Shane Lee,2012-04-22,Grade 2,+17723039822,577
S03748,Christie Jackson,2011-11-01,Grade 3,+14063098614,808
S03749,Yvonne Barber,2014-10-21,Grade 2,+15146602379,5772
S03750,Renee Fields,2017-03-12,Grade 4,+18012967727,096
S03751,Joseph Smith,2012-02-23,Grade 5,+19274926948,-
S03752,Michael York,2008-04-01,Grade 1,+15829686404,622
S03753,Dr. Kristina Baldwin,2009-11-23,Grade 5,+12942106535,-
S03754,Mr. Jeremy Wall,2014-09-23,Grade 3,+16332244999,91184
S03755,David Sanchez,2015-12-25,Grade 5,-,-
S03756,Shane Willis,2015-12-16,Grade 3,+18018325148,16205
S03757,Stephanie Butler,2017-01-15,Grade 2,+15605463561,125
S03758,Cory West,2019-01-20,Grade 3,+16473317039,7233
S03759,Angela Roy,2018-08-17,Grade 4,+15089149981,2968
S03760,Natalie Miller,2017-09-26,Grade 3,+12344010572,-
S03761,Rhonda Cain,2007-06-26,Grade 4,+17004077518,-
S03762,Deborah Watkins,2012-03-30,Grade 1,+19557896212,-
S03763,Laura Robertson Dds,2018-01-18,Grade 4,+12034280211,-
S03764,Terry Camacho,2018-01-26,Grade 1,+14672010358,-
S03765,Carolyn Nunez,2015-01-22,Grade 1,+18883019748,-
S03766,Chris Lee,2008-05-18,Grade 5,+16234826586,50099
S03767,Melissa Carrillo,2016-08-23,Grade 3,+17882790581,-
S03768,Vicki Arroyo,2009-06-26,Grade 5,+15285043105,1993
S03769,Eric Lawson,2012-04-18,Grade 1,+13455396998,25364
S03770,Kyle Freeman,2016-09-11,Grade 3,+14053719294,-
S03771,Tracy Richards,2010-03-16,Grade 3,+12596313926,86387
S03772,Kimberly Johnson,2009-01-01,Grade 4,+14017678058,-
S03773,John Nelson,2013-02-18,Grade 5,+12542692413,508
S03774,Angela Lopez,2016-11-06,Grade 3,+13469358514,863
S03775,Bryan James,2013-09-05,Grade 2,+13909074730,-
S03776,Lori Morris,2013-11-03,Grade 2,+19547112036,7131
S03777,Shawn Horne,2006-12-30,Grade 2,+12595514865,1400
S03778,David Brady,2019-03-07,Grade 5,+15759908235,-
S03779,Robert Golden,2012-07-08,Grade 1,+15174591990,76689
S03780,Johnny Cummings,2013-08-24,Grade 5,-,-
S03781,Nicole Elliott,2006-09-24,Grade 5,+19352183641,62505
S03782,Mrs. Sheri Lindsey,2011-01-05,Grade 3,+12223644093,94133
S03783,Kimberly Raymond,2008-10-01,Grade 3,+18894961773,093
S03784,Robin Simmons,2013-11-16,Grade 5,+13674091148,-
S03785,Daniel Snyder,2013-08-09,Grade 3,+12165818377,-
S03786,Bryan Larson,2016-07-23,Grade 5,+13003547739,-
S03787,Jessica Carter,2007-01-28,Grade 5,+13397710403,-
S03788,Justin Williams,2008-08-16,Grade 2,+14062500253,1661
S03789,Eugene Mcfarland,2016-06-20,Grade 3,+15495283874,3684
S03790,Amy Allen,2006-12-12,Grade 4,+15832494437,-
S03791,John Galvan,2016-12-06,Grade 1,+15859286427,34995
S03792,Derek Cooper,2010-04-06,Grade 4,+12342029663,954
S03793,Eric Elliott,2018-03-28,Grade 5,+15907430838,-
S03794,Fred Little,2010-10-09,Grade 4,+12134210552,-
S03795,Gary Gibson,2007-07-28,Grade 3,+13159349654,672
S03796,Kelly Morales,2014-11-14,Grade 5,+12803808257,25082
S03797,Steven White,2009-02-10,Grade 2,+12145799441,-
S03798,Crystal Nguyen,2014-05-12,Grade 4,+13313697313,614
S03799,Lindsey Ward,2008-05-18,Grade 5,+15557296310,39317
S03800,Monica Doyle,2012-05-21,Grade 3,+15373049987,-
S03801,Catherine Cole,2008-09-16,Grade 2,+13969269046,-
S03802,Zachary Mitchell,2013-06-16,Grade 4,+13772178614,244
S03803,Scott Gray,2016-06-22,Grade 5,+18214262119,-
S03804,Kyle Bowen,2010-08-13,Grade 3,+13665606996,-
S03805,Zachary Richard,2013-12-23,Grade 2,+16152611188,2928
S03806,Amanda Cooke,2008-02-26,Grade 3,+19825133172,56886
S03807,Zachary Moore,2015-07-25,Grade 4,+17792597734,-
S03808,Kristi Blackburn,2017-12-24,Grade 5,+18836582125,-
S03809,Cheryl Bradley,2012-12-20,Grade 3,+14058789170,146
S03810,Nicole Ayala,2013-06-15,Grade 4,+18592023578,-
S03811,Stephen Cruz,2010-06-15,Grade 5,+19453820864,-
S03812,John Melendez,2017-12-21,Grade 3,+13605996740,-
S03813,Lawrence Johnson,2013-07-07,Grade 1,+12583404221,470
S03814,Andres Haas Phd,2010-02-19,Grade 4,+18862737779,60761
S03815,Katie Gonzalez,2015-03-28,Grade 4,+13164341899,3719
S03816,Douglas Price,2019-01-11,Grade 2,+14479556203,-
S03817,Gregg Black,2012-03-15,Grade 3,+14727973731,044
S03818,Bobby Ochoa,2013-05-02,Grade 4,+12215121654,0807
S03819,Stephanie Brown,2010-05-05,Grade 3,+12312408870,596
S03820,Alyssa Bennett,2007-09-05,Grade 5,+12013426545,190
S03821,Andrew Campbell,2011-08-28,Grade 2,+18332455276,782
S03822,Margaret Patel,2012-12-20,Grade 1,+14169445581,-
S03823,Michael Cuevas,2009-05-12,Grade 5,-,-
S03824,David Martinez,2013-08-14,Grade 5,+15765591921,753
S03825,Michael Meyers,2018-10-04,Grade 3,+19638418254,-
S03826,Darin Miles,2012-01-31,Grade 4,+19194834009,846
S03827,Heidi White,2009-01-25,Grade 5,+15139729681,-
S03828,Daniel Gibson,2019-01-15,Grade 4,+18789446612,-
S03829,Jennifer Brown,2015-09-12,Grade 1,+16437030916,716
S03830,Diane Douglas,2007-11-06,Grade 2,+18323752953,-
S03831,Christopher Rodriguez,2010-04-20,Grade 4,+19437216347,6540
S03832,Cheryl Snow,2013-05-22,Grade 3,+14414714027,-
S03833,Michael Mullins,2014-06-24,Grade 1,+13233047777,-
S03834,Dennis Williamson,2015-05-30,Grade 5,+18842331960,553
S03835,Kristin Jackson,2013-11-29,Grade 5,+15037807917,5386
S03836,Natalie Hayes,2017-04-25,Grade 5,+15943424923,-
S03837,Jennifer Martinez,2018-02-12,Grade 3,+18677440178,046
S03838,Joseph Suarez,2008-07-24,Grade 1,+19082539907,13490
S03839,Joshua Martinez,2014-01-27,Grade 4,+13142178966,1019
S03840,Gabriel Espinoza,2009-06-02,Grade 2,+15705794519,9408
S03841,Douglas Stewart,2014-04-12,Grade 2,+12014168014,-
S03842,Linda Ellis,2007-02-06,Grade 2,+17946180346,9464
S03843,Ryan Stevens,2010-09-16,Grade 1,+15516172593,-
S03844,David Thompson Jr.,2006-03-11,Grade 5,+18725644523,62787
S03845,Jennifer Johnson,2016-02-04,Grade 3,+16777933723,-
S03846,Elizabeth Dunn,2012-12-19,Grade 1,-,-
S03847,Amanda Leblanc,2017-07-22,Grade 1,+17452908693,-
S03848,Robert Tapia,2010-11-09,Grade 3,+12537914627,-
S03849,Mr. James Clarke,2009-05-24,Grade 3,+17457987547,460
S03850,Monica Wilson,2012-07-17,Grade 1,+16203791323,361
S03851,Candice Goodwin,2013-01-15,Grade 3,+12516082972,4530
S03852,Douglas Richardson,2011-07-15,Grade 2,+17328651221,595
S03853,Anthony Edwards,2009-02-05,Grade 2,+12037860272,-
S03854,Nancy Watson,2008-09-23,Grade 4,+19786640730,899
S03855,Michelle Smith,2008-05-20,Grade 5,+17362884521,21298
S03856,Whitney Hughes,2011-10-24,Grade 5,+16066985919,1043
S03857,David Crawford,2018-07-05,Grade 4,+13822716808,401
S03858,Marie Davis,2012-05-25,Grade 3,+14745617558,7235
S03859,Samantha Terry,2017-07-15,Grade 5,+12815657799,-
S03860,Darrell Rivera,2011-05-02,Grade 1,+16237568190,13220
S03861,Tyrone Gentry,2009-04-12,Grade 1,+18706775740,850
S03862,Tyler Moore,2006-12-05,Grade 2,+19636080433,95107
S03863,Melissa Brown,2012-05-01,Grade 1,+12883301076,-
S03864,Angela Shaw,2013-05-31,Grade 1,+16688887064,-
S03865,Danielle Williams,2016-06-19,Grade 1,+12338005658,420
S03866,Ivan Gibson,2008-12-11,Grade 1,+12746053733,-
S03867,April Hendrix,2008-01-19,Grade 5,+16865841297,7940
S03868,Autumn Santiago,2015-10-28,Grade 1,+15302908543,80716
S03869,Cynthia Phillips,2018-11-14,Grade 4,+17329370385,127
S03870,Angela Dougherty Dvm,2018-12-19,Grade 4,+15526959724,9210
S03871,Thomas Hunter,2018-01-20,Grade 4,+14016288470,-
S03872,William Johnson,2014-08-03,Grade 3,-,-
S03873,Eric Collier,2011-05-19,Grade 1,+12235257773,1045
S03874,Danielle Adkins,2008-07-30,Grade 2,+13004041734,-
S03875,Brandon Ross,2009-09-09,Grade 1,+18359728590,4090
S03876,Sharon Rivers,2014-10-26,Grade 3,+16184364719,788
S03877,Paul Leblanc,2013-05-03,Grade 2,+12993414001,-
S03878,Kelli Graham,2011-04-26,Grade 4,+12185063074,51952
S03879,Teresa Burke,2009-02-13,Grade 1,+19798890566,289
S03880,Jennifer Bradley,2016-11-25,Grade 2,-,-
S03881,Michael Richards,2014-04-26,Grade 2,+15779034552,-
S03882,Michael Montgomery,2013-02-10,Grade 2,+14896584527,2904
S03883,Terry Stevens,2007-10-12,Grade 3,+14737430016,21718
S03884,Cassie Sanchez,2011-07-14,Grade 1,+14519062147,-
S03885,Clayton Johnson,2011-04-18,Grade 2,+13256692055,366
S03886,Troy Keith,2015-08-13,Grade 2,+12158672591,-
S03887,Justin Mitchell,2006-07-11,Grade 3,+16248470014,-
S03888,Ashley Gonzalez,2011-12-05,Grade 3,+16017055785,2829
S03889,Danielle Bennett,2011-06-05,Grade 1,+17375384461,087
S03890,Anthony Garza,2016-01-17,Grade 3,+14579588571,26683
S03891,Elizabeth Heath,2008-02-12,Grade 1,+18658537007,-
S03892,Jessica Walker,2013-02-03,Grade 5,+14166586738,-
S03893,Natasha Shields,2008-05-30,Grade 4,+14535084086,70750
S03894,Mary Ingram,2014-11-19,Grade 4,+18709551890,7168
S03895,Jonathan Russell,2017-11-23,Grade 5,+14465994714,-
S03896,Jennifer Perez,2018-02-28,Grade 1,+16053453564,-
S03897,Chloe Gibbs,2014-03-18,Grade 5,-,-
S03898,Ricky Parsons,2013-06-22,Grade 4,+16364411480,665
S03899,Valerie Miller,2006-10-02,Grade 3,+19877676425,-
S03900,Rachel Wyatt,2017-02-18,Grade 5,+17912443154,-
S03901,Amy Perez,2011-12-25,Grade 5,+19986004631,-
S03902,Renee Duncan,2008-08-16,Grade 5,+13859112046,-
S03903,Bailey Campbell,2006-05-01,Grade 1,+16732966507,58783
S03904,Christian Conway,2007-08-06,Grade 2,+17939868170,-
S03905,Jesus Foster,2012-12-02,Grade 1,+19997410411,2971
S03906,Brandy Walter,2009-05-23,Grade 5,+14974265803,-
S03907,Marissa Schwartz,2016-08-17,Grade 2,+14648746153,-
S03908,Amanda Gonzalez,2011-01-21,Grade 4,+14467918147,30152
S03909,Timothy Benson,2018-08-12,Grade 4,+16239780830,-
S03910,Danielle Ross,2006-08-09,Grade 3,+15243878283,-
S03911,Valerie Gregory,2017-04-19,Grade 4,+16847853798,5698
S03912,Calvin Elliott,2010-02-07,Grade 2,+12345346284,65060
S03913,Breanna Cook,2009-11-07,Grade 4,+12168218396,02457
S03914,Barbara Garcia,2016-11-15,Grade 1,+13487142056,5825
S03915,Jesse Watson,2009-05-08,Grade 2,+19589377643,7356
S03916,Charles Miller,2011-06-18,Grade 4,+19746021507,7350
S03917,Tammy Hunt,2015-10-11,Grade 5,+18258754934,8667
S03918,Thomas Hayes,2010-08-15,Grade 5,+12959073020,1948
S03919,Edward Fox,2006-12-10,Grade 1,+13947650187,1360
S03920,Timothy Humphrey,2016-03-10,Grade 4,+19203565493,-
S03921,Michael Doyle,2014-10-21,Grade 2,+12793614487,856
S03922,Melissa Bailey,2010-10-09,Grade 1,+18197439879,-
S03923,Victoria Cruz,2012-03-21,Grade 4,+14244713917,180
S03924,Troy Lambert,2010-08-22,Grade 3,+12407386232,215
S03925,David Haas,2016-12-26,Grade 1,+12862835789,4518
S03926,Joanna Marquez,2008-02-05,Grade 5,+12669990279,110
S03927,Rhonda Pearson Md,2011-07-26,Grade 4,+17518020888,-
S03928,Clayton Harris,2018-02-22,Grade 4,+17789602154,-
S03929,Jeffrey White,2018-03-18,Grade 2,+16739040075,2906
S03930,Robert Walter,2017-04-21,Grade 2,+19335811619,396
S03931,Antonio Thompson,2012-11-27,Grade 3,+17063136889,22188
S03932,Colleen James,2013-07-01,Grade 1,+18677474439,-
S03933,Richard Ochoa,2015-10-03,Grade 3,-,-
S03934,Donna Austin,2009-09-06,Grade 4,-,-
S03935,Nancy Cruz,2016-03-14,Grade 3,+19557775605,1717
S03936,Lindsey Gonzalez,2018-06-06,Grade 2,+18017032247,199
S03937,Heather Barrera,2012-10-23,Grade 5,+17887276905,-
S03938,William Patel,2010-11-06,Grade 5,+12229021353,93871
S03939,Kenneth Henson,2018-02-14,Grade 5,+12566257638,449
S03940,Christine Strickland,2007-10-30,Grade 4,+12283633719,179
S03941,Kenneth Fleming,2011-06-19,Grade 2,+18002275593,64267
S03942,Patrick Jackson,2006-05-08,Grade 4,+12759058344,06503
S03943,April Branch,2013-12-21,Grade 2,+14903153842,680
S03944,Theodore Cunningham,2014-02-25,Grade 5,+19094944050,931
S03945,Cynthia Hawkins,2019-02-19,Grade 4,+12019139786,9094
S03946,Rachel Daniels,2014-04-30,Grade 1,+19644378910,628
S03947,Laura Martinez,2018-06-11,Grade 1,+12136648413,53710
S03948,Diana Oneal,2008-08-08,Grade 1,+17953892630,-
S03949,Emily Washington,2010-08-08,Grade 5,+12475259607,54879
S03950,Jeff Mitchell,2008-01-23,Grade 2,-,-
S03951,Kayla Rice,2013-09-01,Grade 1,+16818711270,0895
S03952,Gina Roberts,2016-12-05,Grade 1,+14858917941,53283
S03953,Kathy Smith,2011-04-27,Grade 4,+17908585059,2669
S03954,Mark Gonzalez,2012-11-01,Grade 5,+15837610489,-
S03955,Darren Ochoa,2008-11-12,Grade 5,+14615331031,03629
S03956,Jacob Bell,2011-06-29,Grade 2,+17428744152,5720
S03957,Joshua Mueller,2010-08-23,Grade 2,+19519848974,-
S03958,Brandon Ferguson,2008-12-20,Grade 2,+16472128682,-
S03959,Miranda Barker,2007-12-30,Grade 3,+18199771728,26451
S03960,Donald Flores,2007-08-06,Grade 5,+14332807719,0109
S03961,Eric Thompson,2012-08-07,Grade 5,+12095670307,0095
S03962,Crystal Andrews,2008-12-14,Grade 5,+17608796757,09753
S03963,Christina Garcia,2009-04-24,Grade 4,+15482251514,-
S03964,Joshua Williams,2017-02-26,Grade 2,+16606266722,5411
S03965,Tiffany Walker,2008-12-03,Grade 2,+14113340301,-
S03966,Keith Santos Md,2012-06-16,Grade 2,+14625562029,-
S03967,Antonio Cherry,2011-08-31,Grade 1,+14518000470,52296
S03968,Lisa Wilcox,2014-03-16,Grade 3,+14966261976,9653
S03969,Shelly Olsen,2012-10-26,Grade 1,+13752570148,638
S03970,John Bennett,2012-08-03,Grade 2,+18308013134,-
S03971,Rebecca Green,2017-07-23,Grade 5,-,-
S03972,Carol Roberts,2012-10-01,Grade 2,+13213925581,-
S03973,Mrs. Sandra Hutchinson,2010-01-23,Grade 4,+17749045667,38632
S03974,Francis White,2015-12-12,Grade 4,+19625553431,1608
S03975,Darlene Mcclain,2007-11-22,Grade 1,-,-
S03976,Mark Clark,2017-04-25,Grade 1,+14795838210,8028
S03977,Erica Parsons,2009-10-11,Grade 5,+15412862740,903
S03978,Beth Wood,2018-07-05,Grade 3,+18953758914,-
S03979,John Griffin,2006-07-31,Grade 3,+14199238024,78878
S03980,Michael Nixon,2009-12-22,Grade 1,+17647708333,-
S03981,Mr. Kenneth Nelson Phd,2014-01-10,Grade 5,+17782584091,86560
S03982,Breanna Campbell,2008-12-30,Grade 5,+19738158353,8474
S03983,Daniel Martin,2012-07-04,Grade 5,+18729994423,-
S03984,Christian Mendoza,2007-02-07,Grade 2,+18397102763,9204
